1,0,0,5,42,112,83,1,0,1,10,115,241,240,0,0,1,6,70,194,197,0,0,1,3,12,27,24,0,0,0,0,2,2,2,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,-2,0
1,0,0,5,54,136,104,0,0,0,10,124,244,246,1,0,2,6,65,175,174,0,0,0,4,10,21,17,0,0,0,0,2,2,1,0,0,0,0,0,0,0,-1,0,-2,0,0,-1,-2,0
0,0,0,3,41,124,113,0,0,0,8,96,240,249,0,0,1,5,52,175,189,0,0,0,3,10,21,21,0,0,0,0,2,2,0,0,-1,0,0,0,0,-1,-1,-1,-2,-1,-1,-2,-2,0
1,0,1,5,42,106,71,0,0,0,9,107,238,229,0,0,0,6,60,172,163,0,0,0,3,11,21,17,0,0,0,0,2,2,0,0,0,0,0,0,0,0,-1,0,-2,-1,-1,-1,-2,0
0,0,0,5,34,97,72,0,0,0,8,94,235,231,0,0,0,5,56,181,185,0,0,1,4,10,24,21,0,0,0,0,2,2,1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0,-2,0
0,0,0,4,39,122,103,0,0,0,7,91,238,246,0,0,0,4,49,170,183,0,0,0,3,9,20,19,0,0,-1,0,0,1,0,0,-1,-1,-1,0,0,-1,-1,0,-2,-1,0,-2,-2,0
1,0,0,5,35,104,84,0,0,0,8,96,237,240,0,0,0,6,63,195,207,0,0,0,4,13,30,28,0,0,0,0,2,2,2,-1,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-3,0
0,0,0,5,32,87,68,0,0,0,9,100,235,233,0,0,1,7,71,202,210,0,0,0,3,13,32,30,-1,0,-2,0,2,2,1,0,-1,0,0,0,0,0,-1,-1,-2,-1,-1,-2,-2,0
1,0,1,5,41,109,84,0,0,0,8,109,240,243,0,0,1,6,68,193,197,0,0,0,4,12,27,25,0,0,0,0,2,2,1,-1,-1,0,0,0,0,-2,-2,-1,-1,-2,-1,-2,-2,0
1,0,0,5,36,106,87,0,0,0,8,94,238,243,0,0,1,5,55,180,188,0,0,0,3,10,23,21,0,0,0,0,2,2,1,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-2,-2,0
0,0,1,5,39,112,90,0,0,0,8,102,240,243,0,0,1,5,63,190,202,0,-1,0,3,11,26,26,-2,-1,-2,-1,1,1,0,0,-1,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,0
1,0,0,5,42,114,98,0,0,0,9,117,243,247,0,0,1,8,80,209,217,0,0,0,4,14,35,34,0,0,-2,0,2,2,1,-1,-1,-1,-1,0,0,-2,-2,-1,-3,-2,-2,-3,-3,0
1,0,0,5,46,125,98,0,0,0,8,113,243,246,0,0,1,5,67,194,196,0,0,0,3,12,27,24,0,0,-1,0,2,2,0,0,-1,-1,0,0,0,-1,-1,-2,-2,-2,-1,-2,-3,0
0,0,1,5,42,97,65,0,0,1,12,135,242,235,0,0,1,10,106,226,222,0,0,0,4,19,47,38,0,0,0,0,2,4,2,0,-1,-1,-1,0,0,-1,-2,-2,-2,-2,-2,-3,-4,0
0,0,0,5,38,113,93,0,0,0,8,104,240,245,0,0,0,5,68,202,214,0,0,0,2,12,32,30,-2,-1,-2,0,0,2,0,-1,-2,-2,-2,-1,-1,-2,-2,-2,-3,-2,-3,-3,-4,0
0,0,0,5,38,100,75,0,0,0,9,114,240,240,0,0,1,8,87,220,228,0,0,0,4,16,43,41,-1,0,-2,0,2,2,2,-1,-2,-2,-2,-1,0,-2,-2,-2,-3,-2,-2,-2,-4,0
0,0,0,4,33,104,89,0,0,0,8,95,238,245,0,0,0,5,66,205,221,0,0,0,3,13,35,35,-1,0,-1,0,0,2,1,-1,-1,-2,-2,0,0,-2,-3,-2,-2,-2,-4,-3,-4,0
0,0,0,5,40,109,84,0,0,0,9,112,241,243,0,0,1,6,75,204,210,0,0,0,2,13,32,30,-1,0,-2,-1,0,2,0,-2,-1,-2,-2,0,-1,-2,-2,-2,-4,-3,-3,-4,-4,0
0,0,0,3,24,61,46,0,0,0,6,69,215,209,0,0,0,5,52,188,198,0,0,0,1,10,27,26,-2,-2,-2,0,1,2,0,-1,-2,-2,-2,-1,-1,-1,-3,-3,-3,-4,-4,-4,-5,0
0,0,0,5,41,103,73,0,0,0,10,118,241,238,0,0,2,8,86,215,218,0,-1,0,3,14,38,35,-1,-1,-1,-1,2,2,1,-2,-2,-2,-2,0,0,-2,-2,-2,-3,-3,-3,-4,-4,0
0,0,0,4,35,92,64,0,0,0,10,117,238,232,0,0,0,8,92,220,222,0,0,0,4,17,43,38,-2,-1,-2,-1,1,2,1,-2,-2,-2,-2,-2,-1,-2,-3,-2,-3,-3,-4,-3,-4,0
0,0,0,5,44,117,81,0,0,0,9,119,243,238,0,0,0,6,77,204,203,0,0,0,2,12,31,27,-2,-2,-2,0,0,2,0,-2,-2,-2,-4,-2,-2,-3,-2,-3,-4,-3,-3,-4,-4,0
0,0,0,4,34,87,55,0,0,0,9,121,238,224,0,0,0,7,98,225,221,-1,-2,0,2,17,48,39,-2,-2,-2,-2,1,2,0,-2,-2,-2,-2,-1,-1,-2,-4,-3,-4,-4,-4,-5,-5,0
0,0,0,3,27,82,58,0,0,0,7,90,232,226,0,0,0,5,68,206,211,0,-1,0,2,13,37,33,-2,-2,-2,-1,2,2,1,-2,-2,-2,-2,-1,-2,-2,-5,-3,-5,-4,-5,-5,-5,0
0,0,0,5,42,95,56,0,0,0,11,133,240,221,0,0,1,8,100,216,204,0,-1,0,3,16,38,30,-2,-2,-2,0,2,2,0,-2,-2,-2,-2,-1,-1,-3,-3,-5,-5,-5,-5,-5,-5,0
0,0,0,4,27,72,55,0,0,0,8,95,229,227,-1,0,0,5,83,224,233,-2,-2,-1,2,16,52,51,-2,-2,-2,-2,1,2,0,-2,-2,-2,-2,-2,-2,-3,-4,-4,-5,-5,-5,-5,-5,0
0,0,0,4,30,87,65,0,0,0,8,102,235,232,0,0,1,6,81,219,226,0,-1,0,2,15,44,41,-2,-1,-2,-1,0,2,1,-2,-2,-2,-2,-1,-1,-2,-2,-3,-5,-4,-4,-5,-4,0
0,0,0,4,40,104,71,0,0,0,9,120,241,235,0,0,0,8,86,215,212,-1,-2,-1,1,13,37,31,-2,-2,-2,-1,0,1,0,-2,-2,-3,-2,-2,-2,-3,-3,-3,-4,-5,-4,-5,-5,0
0,0,0,5,44,118,87,0,0,0,9,119,243,241,0,0,0,5,76,203,204,-1,-2,-1,2,12,30,25,-2,-2,-2,-1,0,0,0,-2,-2,-3,-4,-2,-3,-3,-4,-4,-5,-5,-5,-5,-5,0
0,0,0,4,31,93,68,0,0,0,7,90,234,227,0,0,0,5,64,201,203,0,-1,0,3,12,32,29,-2,-2,-2,-1,0,1,0,-2,-2,-3,-4,-2,-2,-3,-4,-4,-5,-5,-5,-6,-5,0
0,0,1,5,45,114,78,0,0,0,9,120,243,238,0,0,0,6,82,210,208,0,-1,-1,2,14,35,29,-2,-2,-2,-2,1,1,0,-2,-2,-2,-4,-2,-2,-3,-4,-4,-5,-5,-5,-5,-5,0
0,0,0,4,36,87,53,0,-1,0,10,124,238,218,0,0,0,8,101,227,219,-1,-2,-1,2,17,48,39,-2,-3,-4,-2,0,1,0,-2,-2,-2,-2,-2,-2,-2,-4,-4,-5,-5,-5,-6,-5,0
0,0,0,5,46,138,124,0,0,0,8,105,237,243,0,0,0,5,56,180,188,-1,-1,0,2,9,21,20,-2,-2,-2,-1,0,1,0,-2,-2,-2,-2,-1,-1,-2,-3,-2,-3,-3,-5,-5,-5,0
